,pIC50,pred,residual,squared,leverage,standard
896,5.026872146,5.051773725,-0.024901579,0.000620089,0.177415969,-0.102124253
1402,7.397940009,7.373322556,0.024617453,0.000606019,0.140557993,0.100959018
593,4.962573502,4.945263659,0.017309843,0.000299631,0.254140963,0.070989664
700,5.657577319,5.682146342,-0.024569023,0.000603637,0.22804339,-0.100760399
1564,5.301899454,5.326767042,-0.024867588,0.000618397,0.188049122,-0.101984852
337,8.356547324,8.331544315,0.025003009,0.00062515,0.15106989,0.10254023
1000,8.397940009,7.723779985,0.674160024,0.454491738,0.190549268,2.76480812
506,5.065501549,5.090077138,-0.024575589,0.00060396,0.155174169,-0.100787328
718,5.30980392,5.284919163,0.024884757,0.000619251,0.274753291,0.102055262
1189,5.119186408,5.143836221,-0.024649813,0.000607613,0.272615463,-0.10109173
981,5.173925197,5.19884698,-0.024921783,0.000621095,0.188747098,-0.102207112
1504,5.449771647,5.474748893,-0.024977246,0.000623863,0.201914648,-0.10243457
1643,5.735182177,5.710166211,0.025015966,0.000625799,0.183863503,0.102593368
94,8.420216403,8.395196218,0.025020185,0.00062601,0.151263291,0.102610669
30,6.53313238,6.508096455,0.025035925,0.000626798,0.165244952,0.102675221
842,4.595166283,4.619934956,-0.024768673,0.000613487,0.198556519,-0.101579189
1099,8.397940009,8.422782107,-0.024842098,0.00061713,0.14786631,-0.101880314
1087,5.119186408,5.143743005,-0.024556597,0.000603026,0.221469572,-0.100709441
1003,5.30980392,5.33476793,-0.02496401,0.000623202,0.204661479,-0.102380288
70,8.080921908,8.05603823,0.024883678,0.000619197,0.134691646,0.102050837
1210,5.886056648,5.879236019,0.006820629,4.65E-05,0.169176064,0.027972186
668,5.236572006,5.261664241,-0.025092235,0.00062962,0.178884653,-0.102906153
1417,7.397940009,7.373068573,0.024871436,0.000618588,0.129324092,0.102000631
1152,5.657577319,5.632667128,0.024910191,0.000620518,0.240739676,0.102159568
399,4.962573502,4.937477029,0.025096473,0.000629833,0.144483245,0.102923536
656,5.397940009,5.373095062,0.024844947,0.000617271,0.182368241,0.101891996
92,8.318758763,8.293652474,0.025106289,0.000630326,0.151862973,0.102963789
350,8.022276395,7.997196937,0.025079458,0.000628979,0.195855076,0.102853755
724,5.173925197,5.198729879,-0.024804682,0.000615272,0.267984841,-0.101726865
613,5.225483034,5.20048204,0.025000994,0.00062505,0.132780494,0.102531965
454,4.320572103,4.345055839,-0.024483736,0.000599453,0.200198002,-0.100410629
968,5.397940009,5.372988821,0.024951188,0.000622562,0.159896801,0.102327702
1442,5.886056648,5.910725158,-0.02466851,0.000608535,0.180461197,-0.101168407
1520,5.534617149,5.559680634,-0.025063485,0.000628178,0.177904305,-0.102788247
365,6.153168247,6.128087034,0.025081213,0.000629067,0.222357799,0.10286095
1041,6.397940009,6.373340033,0.024599976,0.000605159,0.163642872,0.100887341
1058,5.886056648,5.910617284,-0.024560636,0.000603225,0.18376708,-0.100726004
1432,5.886056648,6.016968773,-0.130912125,0.017137985,0.165535366,-0.536885746
394,4.78994915,4.814476187,-0.024527037,0.000601576,0.142711411,-0.100588211
249,5.296708622,5.272180689,0.024527933,0.00060162,0.287658759,0.100591887
1362,7.397940009,7.372828737,0.025111272,0.000630576,0.174741432,0.102984225
723,5.397940009,5.42237778,-0.024437771,0.000597205,0.218976594,-0.100222122
1440,5.508638306,5.533239541,-0.024601235,0.000605221,0.184809066,-0.100892506
464,4.645891561,4.67075466,-0.024863099,0.000618174,0.177910477,-0.101966441
1171,5.173925197,5.312239466,-0.138314269,0.019130837,0.25072209,-0.567242791
1248,6.397940009,6.372821322,0.025118687,0.000630948,0.162501946,0.103014635
948,5.236572006,5.212245317,0.024326689,0.000591788,0.155158139,0.099766561
1138,5.070581074,5.095540742,-0.024959668,0.000622985,0.225536951,-0.102362479
1595,5.829738285,5.804697214,0.025041071,0.000627055,0.162165668,0.102696325
779,5.508638306,5.533420763,-0.024782457,0.00061417,0.173690791,-0.101635718
388,6.388276692,6.412960697,-0.024684005,0.0006093,0.134238784,-0.101231955
90,8.13076828,8.155742019,-0.024973739,0.000623688,0.1074213,-0.102420189
396,5.575118363,5.600162091,-0.025043728,0.000627188,0.139147525,-0.102707222
55,7.850780887,7.875957653,-0.025176766,0.00063387,0.117994532,-0.103252824
912,5.508638306,5.483535258,0.025103048,0.000630163,0.161681465,0.102950498
674,5.026872146,5.05137702,-0.024504874,0.000600489,0.201241694,-0.100497317
1354,7.397940009,7.372952774,0.024987235,0.000624362,0.133508602,0.102475535
849,5.27572413,5.300645627,-0.024921497,0.000621081,0.153235477,-0.102205938
1064,6.397940009,6.372921546,0.025018463,0.000625924,0.190747196,0.102603608
1659,6.070581074,6.045687974,0.0248931,0.000619666,0.242186446,0.102089479
431,4.328827157,4.353806164,-0.024979007,0.000623951,0.163663878,-0.102441794
780,5.236572006,5.261027591,-0.024455585,0.000598076,0.153738706,-0.10029518
1054,6.397940009,6.373222547,0.024717462,0.000610953,0.268382846,0.101369167
253,5.632644079,5.657717412,-0.025073333,0.000628672,0.212536779,-0.102828633
1543,6.026872146,6.001999523,0.024872623,0.000618647,0.199250519,0.102005501
95,8.065501549,8.090294929,-0.02479338,0.000614712,0.160909825,-0.101680514
1610,5.351639989,5.326727656,0.024912333,0.000620624,0.265565632,0.102168353
690,6.397940009,6.360491492,0.037448517,0.001402391,0.150864264,0.153580693
975,5.026872146,5.001989057,0.024883089,0.000619168,0.215940301,0.102048422
1488,5.829738285,5.804776528,0.024961757,0.000623089,0.1788624,0.102371047
1249,5.173925197,5.198867423,-0.024942226,0.000622115,0.129952145,-0.102290948
634,5.886056648,5.861230331,0.024826317,0.000616346,0.172881118,0.101815594
1004,5.119186408,5.143889629,-0.024703221,0.000610249,0.271327521,-0.101310762
1631,5.829738285,5.854715994,-0.024977709,0.000623886,0.182129314,-0.10243647
904,5.30980392,5.284796584,0.025007336,0.000625367,0.18367855,0.102557974
1185,5.026872146,5.051789709,-0.024917563,0.000620885,0.218008332,-0.102189804
1026,5.657577319,5.63251782,0.025059499,0.000627979,0.187753947,0.102771901
1544,5.484126156,5.459299523,0.024826633,0.000616362,0.196475656,0.101816888
992,6.397940009,6.422974365,-0.025034356,0.000626719,0.220226232,-0.102668786
738,5.236572006,5.26134403,-0.024772024,0.000613653,0.219049287,-0.101592931
1511,6.657577319,6.632675639,0.02490168,0.000620094,0.199349313,0.102124664
113,8.15490196,8.130057579,0.024844381,0.000617243,0.138825539,0.101889674
1654,6.30980392,6.285248576,0.024555344,0.000602965,0.187361255,0.100704303
1285,5.657577319,5.644732242,0.012845077,0.000164996,0.182261864,0.052679143
999,5.508638306,6.034027652,-0.525389346,0.276033965,0.16765926,-2.154682389
451,3.772113295,3.747241947,0.024871348,0.000618584,0.184702936,0.102000269
556,5.609064893,5.584154408,0.024910485,0.000620532,0.187377696,0.102160775
99,7.896196279,7.871665825,0.024530454,0.000601743,0.184765284,0.100602225
1478,7.397940009,6.870380277,0.527559732,0.27831927,0.166324587,2.163583389
1293,5.30980392,5.334516775,-0.024712855,0.000610725,0.164468624,-0.101350273
528,6.139063379,6.16357836,-0.024514981,0.000600984,0.184004064,-0.100538769
1611,5.388276692,5.412730763,-0.024454071,0.000598002,0.163823607,-0.10028897
870,4.643974143,4.618753943,0.0252202,0.000636058,0.186145397,0.103430951
1275,5.886056648,5.86118476,0.024871888,0.000618611,0.168316224,0.102002487
841,4.954677021,4.929488053,0.025188968,0.000634484,0.184092547,0.103302867
478,6.052566278,6.077265372,-0.024699094,0.000610045,0.216847263,-0.101293836
897,5.173925197,5.198786544,-0.024861347,0.000618087,0.19561634,-0.101959254
1221,5.070581074,5.339726227,-0.269145153,0.072439114,0.172071841,-1.103795359
725,5.070581074,5.045750668,0.024830406,0.000616549,0.278243283,0.101832362
223,7.088309841,7.063306664,0.025003177,0.000625159,0.228306044,0.102540917
316,8.259637311,8.284180045,-0.024542734,0.000602346,0.179235501,-0.100652586
826,5.657577319,5.672658236,-0.015080917,0.000227434,0.244703875,-0.061848581
1453,5.236572006,5.261645879,-0.025073873,0.000628699,0.197308485,-0.10283085
671,5.397940009,5.422586807,-0.024646798,0.000607465,0.159345292,-0.101079364
821,5.236572006,5.21178183,0.024790176,0.000614553,0.177477403,0.101667376
995,5.508638306,5.484067127,0.024571179,0.000603743,0.222317511,0.100769245
1222,5.657577319,5.682498631,-0.024921312,0.000621072,0.205659398,-0.102205178
596,4.844663963,4.86982291,-0.025158947,0.000632973,0.180986332,-0.103179749
1467,7.397940009,7.373117821,0.024822188,0.000616141,0.158736388,0.101798658
445,4.954677021,4.97997258,-0.025295559,0.000639865,0.202861951,-0.103740009
1558,5.472370099,5.44770238,0.024667719,0.000608496,0.173035673,0.101165164
359,6.08249449,6.057575693,0.024918797,0.000620946,0.216913064,0.102194865
939,5.30980392,5.290218951,0.019584969,0.000383571,0.158939235,0.080320218
636,5.397940009,5.372894487,0.025045522,0.000627278,0.176681909,0.102714578
716,5.657577319,5.682363675,-0.024786356,0.000614363,0.218563713,-0.101651708
1263,5.508638306,5.533521699,-0.024883393,0.000619183,0.181023056,-0.102049669
597,4.534617149,4.55948492,-0.024867771,0.000618406,0.191214538,-0.101985599
1471,5.886056648,5.861176305,0.024880343,0.000619031,0.201739669,0.102037162
1048,6.397940009,6.422978416,-0.025038407,0.000626922,0.255122041,-0.102685398
1159,5.236572006,5.211607424,0.024964582,0.00062323,0.299346732,0.102382635
873,5.301029996,5.276168137,0.024861859,0.000618112,0.197951807,0.101961355
305,8.102372909,8.127056675,-0.024683766,0.000609288,0.112904939,-0.101230977
565,5.280668713,5.305540409,-0.024871696,0.000618601,0.182676681,-0.102001698
871,3.677780705,3.790826362,-0.113045657,0.012779321,0.202520781,-0.463613296
1140,5.30980392,5.334751363,-0.024947443,0.000622375,0.185454286,-0.102312344
1176,8.397940009,8.152846313,0.245093696,0.06007092,0.196375157,1.005157554
448,3.393618635,3.685065089,-0.291446454,0.084941035,0.273120682,-1.195255567
767,5.397940009,5.422769095,-0.024829086,0.000616484,0.214352626,-0.101826951
1253,5.657577319,5.682664431,-0.025087112,0.000629363,0.199226654,-0.102885142
1115,8.397940009,8.373089969,0.02485004,0.000617524,0.235390573,0.101912884
1446,7.397940009,7.373157788,0.024782221,0.000614158,0.137200029,0.101634751
353,6.326979093,6.94705143,-0.620072337,0.384489704,0.194995814,-2.54298827
119,7.752026734,7.776716619,-0.024689885,0.00060959,0.226637711,-0.101256071
825,5.657577319,5.632739747,0.024837572,0.000616905,0.174551634,0.101861751
1519,6.886056648,6.86101158,0.025045068,0.000627255,0.149633113,0.102712718
1291,5.508638306,5.533354925,-0.024716619,0.000610911,0.159964158,-0.101365707
412,4.726535727,4.751714897,-0.02517917,0.000633991,0.213291828,-0.103262686
1323,7.397940009,6.67296614,0.724973869,0.52558711,0.184803334,2.973201565
1419,5.886056648,5.911099088,-0.02504244,0.000627124,0.196815549,-0.102701939
584,4.764471553,4.739561122,0.024910431,0.00062053,0.185768848,0.102160555
128,7.93930216,7.914439888,0.024862272,0.000618133,0.210168568,0.10196305
1679,5.397940009,5.372892496,0.025047513,0.000627378,0.197695121,0.102722744
1625,6.657577319,6.632732041,0.024845278,0.000617288,0.14834787,0.101893357
536,4.913640169,4.888584424,0.025055745,0.00062779,0.208788348,0.102756502
872,5.065501549,5.090389747,-0.024888198,0.000619422,0.169111141,-0.102069373
188,7.876148359,7.900478687,-0.024330328,0.000591965,0.136783297,-0.099781485
71,7.628932138,7.654061913,-0.025129775,0.000631506,0.129925693,-0.103060108
204,7.005243055,7.029860294,-0.024617239,0.000606008,0.221847982,-0.100958141
1602,5.397940009,5.678122386,-0.280182377,0.078502164,0.111022946,-1.149060286
1393,6.397940009,6.422294326,-0.024354317,0.000593133,0.197174618,-0.099879866
1617,5.8569852,5.832328244,0.024656956,0.000607965,0.17725458,0.101121024
3,6.392544977,6.368093889,0.024451088,0.000597856,0.160275241,0.100276734
561,5.084600165,5.109499861,-0.024899696,0.000619995,0.190473312,-0.10211653
553,6.769551079,6.744557475,0.024993604,0.00062468,0.167157199,0.102501655
1065,5.026872146,5.051522907,-0.024650761,0.00060766,0.217342632,-0.101095618
1412,7.397940009,7.422809,-0.024868991,0.000618467,0.184155107,-0.101990603
1646,7.397940009,7.002362367,0.395577642,0.156481671,0.173297906,1.622309598
38,7.412289035,7.437361435,-0.0250724,0.000628625,0.123132729,-0.102824806
170,8.327902142,8.303152508,0.024749634,0.000612544,0.171107499,0.101501108
617,4.415668776,4.440807236,-0.02513846,0.000631942,0.171223989,-0.103095728
24,5.913640169,5.938498096,-0.024857927,0.000617917,0.214201305,-0.101945231
1216,5.173925197,5.19844361,-0.024518413,0.000601153,0.217460542,-0.100552845
1051,8.397940009,8.078201113,0.319738896,0.102232961,0.221035398,1.311286139
1217,5.30980392,5.334418433,-0.024614513,0.000605874,0.226075167,-0.100946963
53,7.903089987,7.878277331,0.024812656,0.000615668,0.152598948,0.101759568
472,4.714442691,4.739556632,-0.025113941,0.00063071,0.215524673,-0.102995171
377,3.913640169,3.91800008,-0.004359911,1.90E-05,0.2507777,-0.017880499
1247,6.397940009,6.373127618,0.024812391,0.000615655,0.176290159,0.10175848
694,6.397940009,6.372980336,0.024959673,0.000622985,0.205084872,0.1023625
1281,5.508638306,5.53334155,-0.024703244,0.00061025,0.18617444,-0.101310855
1352,6.397940009,6.372939592,0.025000417,0.000625021,0.240823061,0.102529599
953,5.026872146,5.051825844,-0.024953698,0.000622687,0.211338291,-0.102337997
1666,5.756961951,5.781599545,-0.024637594,0.000607011,0.220473511,-0.101041619
1237,5.886056648,5.860869937,0.025186711,0.00063437,0.206189145,0.10329361
216,6.950781977,6.97542402,-0.024642043,0.00060723,0.238244478,-0.101059863
1381,7.397940009,7.373461549,0.02447846,0.000599195,0.205898197,0.10038899
970,5.173925197,5.198593476,-0.024668279,0.000608524,0.166720635,-0.101167463
1010,5.173925197,5.148965468,0.024959729,0.000622988,0.201809313,0.102362732
1142,5.508638306,5.533554137,-0.024915831,0.000620799,0.189670435,-0.102182701
283,8.161150909,8.225961077,-0.064810168,0.004200358,0.085225395,-0.265793982
65,8.337242168,8.223374421,0.113867747,0.012965864,0.122928247,0.466984781
145,8.102372909,8.077267584,0.025105325,0.000630277,0.142384456,0.102959836
367,5.791827473,5.766900773,0.0249267,0.00062134,0.244407433,0.102227277
1498,6.508638306,6.483767461,0.024870845,0.000618559,0.166726645,0.101998209
1606,5.496209317,5.471325638,0.024883679,0.000619197,0.194548187,0.102050842
1579,5.048176965,5.072850613,-0.024673648,0.000608789,0.204930093,-0.101189479
50,7.756961951,7.782175871,-0.02521392,0.000635742,0.165451151,-0.103405198
808,5.236572006,5.261129018,-0.024557012,0.000603047,0.249488726,-0.100711143
952,5.236572006,5.211463492,0.025108514,0.000630437,0.16838261,0.102972914
1213,5.397940009,5.42258846,-0.024648451,0.000607546,0.186320413,-0.101086144
1582,5.294136288,5.318897959,-0.024761671,0.00061314,0.211605731,-0.101550474
1274,5.657577319,5.63270646,0.024870859,0.00061856,0.203514848,0.101998265
391,6.732828272,6.758061207,-0.025232935,0.000636701,0.165249433,-0.10348318
210,8.124938737,8.099920911,0.025017826,0.000625892,0.171636598,0.102600992
833,5.397940009,5.422732464,-0.024792455,0.000614666,0.194578657,-0.101676723
902,5.026872146,5.051730652,-0.024858506,0.000617945,0.199159718,-0.101947605
1225,6.397940009,6.372953303,0.024986706,0.000624335,0.163596044,0.102473365
974,5.026872146,5.051935313,-0.025063167,0.000628162,0.248616603,-0.102786944
416,6.735182177,6.759842083,-0.024659906,0.000608111,0.167378943,-0.101133124
200,8.443697499,8.418871496,0.024826003,0.00061633,0.170556429,0.101814305
1113,5.070581074,5.095591836,-0.025010762,0.000625538,0.233820162,-0.102572025
1437,7.397940009,7.372885766,0.025054243,0.000627715,0.18042251,0.102750346
883,5.017728767,5.042853484,-0.025124717,0.000631251,0.259480481,-0.103039365
980,5.119186408,5.144451397,-0.025264989,0.00063832,0.180603779,-0.103614636
1269,5.886056648,5.911155816,-0.025099168,0.000629968,0.147446492,-0.102934587
1479,6.508638306,6.483622647,0.025015659,0.000625783,0.14730194,0.102592109
260,6.13667714,6.111839028,0.024838112,0.000616932,0.203343096,0.101863966
1397,7.397940009,7.373341035,0.024598974,0.00060511,0.141942543,0.100883232
1045,8.397940009,8.00472931,0.393210699,0.154614654,0.173531676,1.612602488
1465,5.886056648,5.910903204,-0.024846556,0.000617351,0.191967179,-0.101898596
982,5.026872146,5.051961256,-0.02508911,0.000629463,0.222087954,-0.102893336
132,8.060480747,8.085511712,-0.025030965,0.000626549,0.183822049,-0.102654877
1517,5.279014256,5.304047341,-0.025033085,0.000626655,0.188605119,-0.102663572
1049,5.30980392,5.383114686,-0.073310766,0.005374468,0.200109081,-0.300655918
1105,5.657577319,5.681893177,-0.024315858,0.000591261,0.211645703,-0.099722142
1366,7.397940009,7.385717811,0.012222198,0.000149382,0.129880156,0.050124646
1134,5.173925197,5.199102535,-0.025177338,0.000633898,0.172191369,-0.103255172
905,5.397940009,5.393832055,0.004107954,1.69E-05,0.202810912,0.016847195
515,6.27572413,6.300911194,-0.025187064,0.000634388,0.161925886,-0.103295058
867,4.537602002,4.562432986,-0.024830984,0.000616578,0.255711865,-0.101834733
805,5.397940009,5.422816277,-0.024876268,0.000618829,0.27199903,-0.10202045
1451,5.657577319,5.682234818,-0.024657499,0.000607992,0.169888692,-0.101123251
486,5.001304842,4.976781266,0.024523576,0.000601406,0.173740692,0.100574016
295,7.284832642,7.260002641,0.024830001,0.000616529,0.147331652,0.1018307
462,4.841637508,4.817125581,0.024511927,0.000600835,0.160484299,0.100526242
592,4.437707136,4.462447733,-0.024740597,0.000612097,0.199089397,-0.101464046
1,6.732828272,6.708141884,0.024686388,0.000609418,0.134581026,0.101241727
255,5.718966633,5.694010879,0.024955754,0.00062279,0.234917762,0.102346428
165,8.167491087,8.142746318,0.024744769,0.000612304,0.247757972,0.101481156
1165,5.886056648,6.506044519,-0.619987871,0.38438496,0.187914162,-2.542641863
915,5.236572006,5.261464983,-0.024892977,0.00061966,0.172538592,-0.102088973
1337,6.397940009,6.372875895,0.025064114,0.00062821,0.155671307,0.102790825
1651,5.91721463,5.922921233,-0.005706603,3.26E-05,0.152030955,-0.023403438
1304,7.397940009,7.373436479,0.02450353,0.000600423,0.155589372,0.100491808
891,5.119186408,5.144328594,-0.025142186,0.00063213,0.177405447,-0.10311101
1061,6.397940009,6.373322738,0.024617271,0.00060601,0.27271749,0.10095827
1612,5.035269079,5.059898551,-0.024629472,0.000606611,0.152437735,-0.101008308
263,6.004364805,5.979898422,0.024466383,0.000598604,0.228663216,0.100339463
1173,5.026872146,5.02033594,0.006536206,4.27E-05,0.257300997,0.026805734
620,4.541664374,4.566466416,-0.024802042,0.000615141,0.154668195,-0.101716039
1250,5.886056648,5.861194437,0.024862211,0.00061813,0.172484911,0.101962799
661,5.119186408,5.144015951,-0.024829543,0.000616506,0.180257403,-0.101828824
418,5.701146924,5.68149298,0.019653944,0.000386278,0.208425431,0.080603095
1347,6.397940009,6.422551515,-0.024611506,0.000605726,0.188031184,-0.10093463
150,7.818156412,7.816626903,0.001529509,2.34E-06,0.188880596,0.006272695
1039,5.119186408,5.143941801,-0.024755393,0.00061283,0.212468559,-0.101524728
522,5.962573502,5.98154913,-0.018975628,0.000360074,0.182550688,-0.077821241
1192,5.173925197,5.857469595,-0.683544398,0.467232944,0.177044226,-2.803294523
31,6.11463878,6.139476026,-0.024837246,0.000616889,0.222030861,-0.101860414
468,4.434742657,4.459483392,-0.024740735,0.000612104,0.246768114,-0.10146461
386,5.777543663,5.802676698,-0.025133035,0.000631669,0.182020315,-0.10307348
744,5.173925197,5.149018275,0.024906922,0.000620355,0.265399932,0.102146162
954,5.119186408,5.144330677,-0.025144269,0.000632234,0.180361906,-0.103119552
245,5.896196279,5.871538215,0.024658064,0.00060802,0.243012203,0.101125569
1549,5.8569852,5.882198396,-0.025213196,0.000635705,0.194657239,-0.103402227
1423,7.397940009,7.372835692,0.025104317,0.000630227,0.214272647,0.102955702
1180,5.657577319,5.682166948,-0.024589629,0.00060465,0.199963587,-0.100844907
432,6.661543506,6.636530157,0.025013349,0.000625668,0.169838895,0.102582632
268,6.107905397,6.132680993,-0.024775596,0.00061383,0.238268104,-0.101607581
550,6.684029655,6.659143655,0.024886,0.000619313,0.15802058,0.102060362
1484,5.640164518,5.562229346,0.077935172,0.006073891,0.138201939,0.319621139
1538,5.022733788,5.047275403,-0.024541615,0.000602291,0.207202328,-0.100647999
1330,7.397940009,7.325802086,0.072137923,0.00520388,0.163896,0.295845954
1102,5.070581074,5.095706564,-0.02512549,0.00063129,0.251272763,-0.103042537
784,5.026872146,5.001675108,0.025197038,0.000634891,0.22236478,0.103335964
1179,5.657577319,5.682349212,-0.024771893,0.000613647,0.242519713,-0.101592393
270,6.283996656,6.259361905,0.024634751,0.000606871,0.271387014,0.101029958
404,4.699404516,4.708767826,-0.00936331,8.77E-05,0.175288555,-0.038400017
1114,8.397940009,7.981018127,0.416921882,0.173823855,0.130607321,1.709844788
587,5.208309351,5.183524011,0.02478534,0.000614313,0.180846072,0.101647543
927,5.070581074,5.095242624,-0.02466155,0.000608192,0.190515437,-0.101139866
303,7.73754891,7.762325724,-0.024776814,0.000613891,0.113892715,-0.101612577
611,5.259637311,5.234793152,0.024844159,0.000617232,0.174746939,0.101888767
893,5.070581074,5.051581739,0.018999335,0.000360975,0.205171894,0.077918467
761,5.070581074,5.095563753,-0.024982679,0.000624134,0.211995295,-0.102456853
1434,7.397940009,7.423057669,-0.02511766,0.000630897,0.168332687,-0.103010423
1501,6.397940009,6.372817573,0.025122436,0.000631137,0.136061479,0.10303001
878,5.040958608,5.06584513,-0.024886522,0.000619339,0.214728978,-0.102062503
615,5.688246139,5.663074546,0.025171593,0.000633609,0.206019059,0.103231611
14,5.792365633,5.816795101,-0.024429468,0.000596799,0.200731576,-0.100188068
1470,6.397940009,6.423071164,-0.025131155,0.000631575,0.15559828,-0.103065768
1255,6.397940009,6.373124625,0.024815384,0.000615803,0.179384164,0.101770757
326,9,8.974873552,0.025126448,0.000631338,0.165854687,0.103046463
1449,6.397940009,6.422953036,-0.025013027,0.000625652,0.158993711,-0.102581314
511,4.982966661,5.002565746,-0.019599085,0.000384124,0.143515131,-0.080378111
214,7.602059991,7.6269849,-0.024924909,0.000621251,0.183212779,-0.102219929
737,5.236572006,5.261391953,-0.024819947,0.00061603,0.207721639,-0.101789467
11,6.284832642,6.309679598,-0.024846956,0.000617371,0.231616944,-0.101900236
766,5.173925197,5.190960307,-0.01703511,0.000290195,0.136511488,-0.069862954
1596,5.397940009,5.423021871,-0.025081862,0.0006291,0.140858996,-0.102863613
469,4.680477551,4.705597611,-0.02512006,0.000631017,0.181756359,-0.103020268
291,8.119186408,8.094753565,0.024432843,0.000596964,0.143784683,0.100201912
956,5.173925197,5.14896981,0.024955387,0.000622771,0.204742024,0.102344924
311,8.420216403,8.445034951,-0.024818548,0.00061596,0.134847467,-0.101783731
231,6.37675071,6.352105038,0.024645672,0.000607409,0.364538731,0.101074746
537,5.168770306,5.143720037,0.025050269,0.000627516,0.151517566,0.102734047
680,5.236572006,5.261629225,-0.025057219,0.000627864,0.151932939,-0.102762548
230,6.494850022,6.469834581,0.025015441,0.000625772,0.390546585,0.102591211
315,8.318758763,8.343706709,-0.024947946,0.0006224,0.163879179,-0.102314406
34,5.515700161,5.624472306,-0.108772145,0.011831379,0.161454043,-0.446087127
57,7.943095149,7.967727291,-0.024632142,0.000606742,0.113831104,-0.10101926
1506,5.640164518,5.61509321,0.025071308,0.00062857,0.170412775,0.102820328
868,4.943095149,4.967780076,-0.024684927,0.000609346,0.234818578,-0.101235735
243,5.402304814,5.402153106,0.000151708,2.30E-08,0.174130395,0.00062217
1418,7.397940009,7.372877718,0.025062291,0.000628118,0.204661546,0.10278335
1489,5.8569852,5.881859996,-0.024874796,0.000618755,0.165131216,-0.10201441
491,5.350665141,5.325821638,0.024843503,0.0006172,0.152631769,0.101886074
711,5.886056648,5.861367439,0.024689209,0.000609557,0.20373772,0.101253296
1016,5.070581074,5.095512673,-0.024931599,0.000621585,0.245297686,-0.102247365
1199,8.397940009,7.856726205,0.541213804,0.292912382,0.229558771,2.219580319
703,5.886056648,5.861325899,0.024730749,0.00061161,0.215684295,0.101423656
747,5.30980392,5.334917142,-0.025113222,0.000630674,0.196623258,-0.102992224
282,8.301029996,8.313776385,-0.012746389,0.00016247,0.075326698,-0.052274412
0,6.924453039,6.949328242,-0.024875203,0.000618776,0.085957998,-0.102016081
84,7.688246139,7.663538845,0.024707294,0.00061045,0.15935258,0.101327466
828,5.173925197,5.198436647,-0.02451145,0.000600811,0.245120665,-0.100524286
763,5.30980392,5.33481856,-0.02501464,0.000625732,0.224729651,-0.102587927
1554,6.508638306,6.483758341,0.024879965,0.000619013,0.207822354,0.10203561
646,5.657577319,5.639346807,0.018230512,0.000332352,0.135529979,0.074765437
1493,5.216811309,5.24176963,-0.024958321,0.000622918,0.222944816,-0.102356955
459,4.832682665,4.807623479,0.025059186,0.000627963,0.247918542,0.102770616
10,6.103473783,6.128433612,-0.024959829,0.000622993,0.22225665,-0.102363141
625,4.373659633,4.398436835,-0.024777202,0.00061391,0.215378242,-0.101614167
796,5.30980392,5.334700041,-0.024896121,0.000619817,0.130669248,-0.102101866
822,5.070581074,5.095502891,-0.024921817,0.000621097,0.220948191,-0.102207248
660,5.657577319,5.632612239,0.02496508,0.000623255,0.145782103,0.102384676
1563,5.804100348,5.828918842,-0.024818494,0.000615958,0.162871431,-0.101783509
1675,8.397940009,7.966959051,0.430980958,0.185744586,0.167850334,1.767502685
1242,5.236572006,5.261554272,-0.024982266,0.000624114,0.181607764,-0.102455159
328,8.455931956,8.481015843,-0.025083887,0.000629201,0.117512358,-0.102871918
1284,5.657577319,5.632950257,0.024627062,0.000606492,0.212317215,0.100998424
1569,5.91721463,5.94226353,-0.0250489,0.000627447,0.190340931,-0.102728432
1119,5.119186408,5.143886696,-0.024700288,0.000610104,0.18526136,-0.101298734
126,8.026872146,8.051565434,-0.024693288,0.000609758,0.232700844,-0.101270027
699,5.236572006,5.211502747,0.025069259,0.000628468,0.240201931,0.102811925
77,8.346787486,8.351975284,-0.005187798,2.69E-05,0.070402752,-0.021275759
129,8.207608311,8.182378807,0.025229504,0.000636528,0.228304048,0.103469108
436,5.477555766,5.452698654,0.024857112,0.000617876,0.186099687,0.101941887
193,8.060480747,7.717998591,0.342482156,0.117294027,0.122324255,1.404558876
884,5.080921908,5.056147151,0.024774757,0.000613789,0.202698553,0.10160414
500,6.337242168,6.362261123,-0.025018955,0.000625948,0.13617818,-0.102605624
1616,7.397940009,7.422664679,-0.02472467,0.000611309,0.181573909,-0.101398725
73,8.040958608,8.016080625,0.024877983,0.000618914,0.097640676,0.102027483
1403,5.886056648,5.911028505,-0.024971857,0.000623594,0.244515557,-0.102412469
117,8.259637311,8.235027312,0.024609999,0.000605652,0.171632392,0.100928447
17,6.334419009,6.309477119,0.02494189,0.000622098,0.199250965,0.102289571
1452,5.886056648,5.910905238,-0.02484859,0.000617452,0.181704525,-0.101906939
1037,8.397940009,8.337791926,0.060148083,0.003617792,0.180444497,0.246674237
1063,5.397940009,5.42253259,-0.024592581,0.000604795,0.206198275,-0.100857015
13,6.910094889,6.885020952,0.025073937,0.000628702,0.259426787,0.10283111
1021,5.236572006,5.260904722,-0.024332716,0.000592081,0.178247778,-0.099791278
1618,5.156767222,5.181644208,-0.024876986,0.000618864,0.189465092,-0.102023394
967,5.236572006,5.211748834,0.024823172,0.00061619,0.152404165,0.101802693
931,5.236572006,5.219029631,0.017542375,0.000307735,0.205153445,0.071943306
