STT,0,1,clusters,SMILES,pIC50,Molecule
291,1.5173649,-12.8228245,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(C(C)=O)CC3)C(OC)=C2,7.511449283,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA880>
295,4.19953,-17.97467,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCC(N(C)C)=O)C(OC)=C2,7.450996738,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAA40>
296,7.1311197,-14.644664,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCC3=CN=CN=C3,7.449771647,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAAB0>
301,5.036837,-16.69866,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCN(C)C,7.413412695,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DACE0>
302,6.504629,-17.937977,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCNC)C=C2)=S,7.412289035,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAD50>
304,7.815914,-19.19476,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCNC3=NC=CC=N3,7.404503778,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAE30>
400,1.5130236,-11.464482,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(C4=NC=C(F)C=N4)CC3)C(OC)=C2,7.394694954,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91C40>
401,6.0146885,-18.738985,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCNC(C)=O)C=C2)=S,7.389339837,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91BD0>
402,6.176857,-18.59311,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCNC(N)=N,7.385102784,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91B60>
404,11.883048,-20.182299,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCCN(C)C)=C2,7.329754147,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91A80>
406,0.8489848,-21.329056,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(N3CCN(CCO)CC3)=O)C(OC)=C2,7.312471039,<rdkit.Chem.rdchem.Mol object at 0x000002B570D919A0>
407,4.3195176,-17.913996,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCC(N(C)C)=O)C(OC)=C2,7.292429824,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91930>
408,6.749655,-7.645016,1,O=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCN(C)C)C(OC)=C2,7.284832642,<rdkit.Chem.rdchem.Mol object at 0x000002B570D918C0>
410,4.863166,-18.445936,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCC(N)=O)C(OC)=C2,7.269217724,<rdkit.Chem.rdchem.Mol object at 0x000002B570D917E0>
412,4.6481404,-26.422573,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(NCC3=CC=NC(N)=C3)=O)C=C2,7.247951552,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91700>
413,14.015044,-20.715984,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C3C(OCCO3)=C2,7.236572006,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91690>
414,1.4670835,-11.345389,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(C4=NC=C(Cl)C=N4)CC3)C(OC)=C2,7.175223538,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91620>
423,4.5659127,-19.324705,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(N)=O)C(OC)=C2,7.047207557,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91230>
41,-17.366262,31.957035,2,O=C(N(C/1C2=CC(C=CN3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\C,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76D50>
42,-18.492428,34.28311,2,O=C(N(C/1C2=CC=C(N3CCCC3)C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C6CCCC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76CE0>
43,-15.923556,36.46011,2,O=C(N(C/1C2=CC=CC=C2C(F)(F)F)C3=CC(N=CN4)=C4C=C3)NC1=N/C(C)C(C)(C)C,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76C70>
44,-16.980183,30.20056,2,S=C(N(C/1C2=CC=C(SC)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CN5C6=CC=CC=C6N=N5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76C00>
45,-19.79218,31.307467,2,O=C(N(C/1C2=CC3=NSN=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\CCCN6CCCC6=O,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76B90>
46,-16.629557,35.292667,2,O=C(N(C/1C2=CC=C(Cl)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CC5=CC=CC=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76B20>
47,-18.385712,31.071648,2,O=C(N(C/1C2=CC(C=CN3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\CCCN6CCOCC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76AB0>
48,-19.87824,30.941853,2,O=C(N(C/1C2=CC(OCO3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\CCCN6CCCC6=O,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76A40>
49,-16.796837,34.5945,2,O=C(N(C/1C2=CC=C(C)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CC5=CC(C=CN6)=C6C=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D769D0>
50,-18.580233,33.600548,2,O=C(N(C/1C2=CC(C=CC=C3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C6CCCC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76960>
51,-17.35014,30.741035,2,O=C(N(C/1C2=CC(C=CN3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\CN6C7=CC=CC=C7N=N6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D768F0>
52,-17.678118,36.1032,2,O=C(N(C/1C2=CC(Br)=CC=C2)C3=CC(NC=N4)=C4C=C3)NC1=N/CC5=CC=CC=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76880>
53,-18.794666,34.856823,2,O=C(N(C/1C2=CC(Br)=CC(Br)=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5CCCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76810>
54,-18.981787,37.51029,2,O=C(N(C/1C2=C(Br)C=C3C(OCO3)=C2)C4=CC(NC=N5)=C5C=C4)NC1=N/C6CCCCC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D767A0>
55,-18.423716,34.373867,2,O=C(N(C/1C2=CC=C(Br)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5CCCCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76730>
56,-18.672737,34.26446,2,O=C(N(C/1C2=CC=C(Cl)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5CCCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D766C0>
57,-15.111062,33.43645,2,O=C(N(C/1C2=COC3=C(C=C(C)C=C3)C2=O)C4=CC(N=CN5)=C5C=C4)NC1=N/C6C(C=CC=C7)=C7CC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76650>
58,-16.68785,35.286724,2,O=C(N(C/1C2=CC=C(Br)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CC5=CC=CC=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D765E0>
59,-16.685856,32.78161,2,O=C(N(C/1C2=CC=C3C(C=CN3)=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C6C(C=CC=C7)=C7CC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76570>
60,-14.986078,35.546402,2,O=C(N(C/1C2=C(C)C=C(C)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CCC5=CNC6=C5C=CC=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76500>
61,-19.745209,35.01995,2,O=C(N(C/1C2=C(F)C=CC(Cl)=C2F)C3=CC(N=CN4)=C4C=C3)NC1=N/C5CCCCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76490>
62,-18.078022,31.625957,2,O=C(N(C/1C2=CC(C=CN3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\CCCC6=CC=CC=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76420>
63,-18.13684,33.202396,2,O=C(N(C/1C2=CC3=C(NC=C3)C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C6CCCC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D763B0>
64,-15.568891,35.499138,2,O=C(N(C/1C2=CNC3=C2C=CC(C)=C3)C4=CC(N=CN5)=C5C=C4)NC1=N\CC6=CC=CC=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76340>
65,-21.12352,33.5764,2,O=C(N(C/1C2=CC=C(OCCO3)C3=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C6=CC(OCCO7)=C7C=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D762D0>
66,-19.54444,32.907375,2,O=C(N(C/1C2=CC3=NSN=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C6C(O)CCCC6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76260>
67,-19.728941,31.153055,2,O=C(N(C/1C2=CC(Br)=CC=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CCCN5CCCC5=O,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D761F0>
68,-16.08537,33.253098,2,O=C(N(C/1C2=CC=C(N(C)C)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5C(C=CC=C6)=C6CC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76180>
69,-20.113945,36.44802,2,O=C(N(C/1C2=C(F)C(Cl)=CC=C2F)C3=CC(NC=N4)=C4C=C3)NC1=N/C(C)C(C)(C)C,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76110>
70,-19.029692,31.075527,2,O=C(N(C/1C2=CC(C=CN3)=C3C=C2)C4=CC(N=CN5)=C5C=C4)NC1=N\CCCN6CCCC6=O,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D760A0>
71,-19.097107,36.005825,2,O=C(N(C/1C2=CC(Br)=CC(Br)=C2)C3=CC(NC=N4)=C4C=C3)NC1=N/C5CCCCCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76030>
72,-18.203302,32.152744,2,O=C(N(C/1C2=CC(Br)=CC(Br)=C2)C3=CC(N=CN4)=C4C=C3)NC1=N\CCCC5=CC=CC=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75FC0>
73,-18.897123,37.719532,2,O=C(N(C/1C2=C(Br)C=C(OCO3)C3=C2)C4=CC(NC=N5)=C5C=C4)NC1=N\CCC6=CC=CS6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75F50>
74,-19.169247,34.097313,2,O=C(N(C/1C2=CC(F)=C(Cl)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5CCCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75EE0>
75,-20.694427,31.335764,2,O=C(N(C/1C2=CC=C(Br)C=C2)C3=CC(NC=N4)=C4C=C3)NC1=N\CCCN5CCCC5=O,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75E70>
76,-17.178453,37.550457,2,O=C(N(C/1C2=C(Br)C=C3C(OCO3)=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/C(C6=CC=CC=C6)CC7=CC=CC=C7,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75E00>
77,-17.831251,37.83635,2,O=C(N(C/1C2=C(Br)C=C3C(OCO3)=C2)C4=CC(N=CN5)=C5C=C4)NC1=N/CC(N6CCCCC6)=O,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75D90>
78,-21.083412,33.604355,2,O=C(N(C/1C2=CC=C(Br)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5=CC(OCCO6)=C6C=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75D20>
79,-16.239075,33.335953,2,O=C(N(C/1C2=CC=C(Br)C=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5C(C=CC=C6)=C6CC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75CB0>
80,-16.667397,33.46836,2,O=C(N(C/1C2=CC(Br)=CC=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C5C(C=CC=C6)=C6CCC5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75C40>
81,-16.86241,37.14381,2,O=C(N(C/1C2=CC(Br)=CC=C2)C3=CC(N=CN4)=C4C=C3)NC1=N/C(CC5=CC=CC=C5)C6=CC=CC=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75BD0>
82,-12.742682,31.211159,2,O=C1C(O)=C(C(CCC)=O)C(C2=CC=C(C)O2)N1C3=CC=C(NC=N4)C4=C3,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75B60>
83,-13.982805,28.46467,2,O=C1C(O)=C(C2=CC=CC(O)=C2)C(C3=CC4=NSN=C4C=C3)N1C5=CC=C(NC=N6)C6=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75AF0>
84,-13.072625,29.071478,2,O=C1C(O)=C(C(C2CC2)=O)C(C3=CC4=NSN=C4C=C3)N1C5=CC=C(NC=N6)C6=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75A80>
85,-12.891264,32.203667,2,O=C1C(O)=C(C(C)C)C(C2OC(C)(C)OC2)N1C3=CC=C(NC=N4)C4=C3,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75A10>
86,-10.36159,29.846937,2,O=C1C(O)=C(C(CC(C)C)=O)C(C2=NC(C(O)=CC=C3)=C3C=C2)N1C4=CC=C(NC=N5)C5=C4,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D759A0>
87,-11.088398,31.831635,2,O=C1C(O)=C(C(C)=O)C(C2=CC=CC(F)=C2F)N1C3=CC=C(NC=N4)C4=C3,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75930>
88,-12.342903,31.263885,2,O=C1C(O)=C(C(C)=O)C(C2=CC=C(CO)O2)N1C3=CC=C(NC=N4)C4=C3,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D758C0>
89,-13.558646,29.441921,2,O=C1C(O)=C(C(C)=O)C(C2=CC3=NSN=C3C=C2)N1C4=CC=C(NC=N5)C5=C4,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75850>
90,-13.493139,30.90008,2,O=C1C(O)=C(C(CCC)=O)C(C2=CC=C(C3=NC=CC=C3)C=C2)N1C4=CC=C(NC=N5)C5=C4,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D757E0>
91,-13.055715,30.008472,2,O=C1C(O)=C(C(C)=O)C(C2=CC3=NON=C3C=C2)N1C4=CC=C(NC=N5)C5=C4,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75770>
92,-9.270554,30.727638,2,O=C1C(O)=C(C2=CC=CC=C2)C(C3=NC(C=CC=C4)=C4C=C3)N1C5=CC=C(NC=N6)C6=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75700>
93,-13.205577,30.35383,2,O=C1C(O)=C(C(CCC)=O)C(C2=CC3=NON=C3C=C2)N1C4=CC=C(NC=N5)C5=C4,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75690>
94,-12.903339,27.379225,2,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CN=C(C=CC=C5)C5=C4)N1C6=CC=C(NC=N7)C7=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75620>
95,-12.082608,32.714516,2,O=C1C(O)=C(C)C(C2=CC=CO2)N1C3=CC=C(NC=N4)C4=C3,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D755B0>
96,-12.730597,29.46933,2,O=C1C(O)=C(C(C2CC2)=O)C(C3=CC4=NON=C4C=C3)N1C5=CC=C(NC=N6)C6=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75540>
97,-9.677693,31.547358,2,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC(F)=CC(F)=C3F)N1C4=CC=C(NC=N5)C5=C4,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D754D0>
98,-10.309004,29.651087,2,O=C1C(O)=C(C(C2CC2)=O)C(C3=CC=C4C(C(O)=CC=C4)=N3)N1C5=CC=C(NC=N6)C6=C5,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75460>
99,-13.374807,27.598597,2,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC5=NSN=C5C=C4)N1C6=CC=C(NC=N7)C7=C6,8.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D753F0>
268,-11.625767,32.944504,2,O=C1C(O)=C(C)C(C2=CC(Br)=CC=C2F)N1C3=CC=C(NC=N4)C4=C3,7.645891561,<rdkit.Chem.rdchem.Mol object at 0x000002B5022D9E70>
288,-14.7830105,31.200756,2,O=C(NC[C@H]1C2=CC=C(OCCC)C=C2)N1C(C=C3)=CC4=C3NC=N4,7.537602002,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA730>
306,-10.708107,31.934319,2,O=C1C(O)=C(C(C2=CC=CC=C2)=O)C(C3=C(F)C(F)=CC=C3)N1C4=CC=C(NC=N5)C5=C4,7.400116928,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAF10>
393,-12.121359,29.301609,2,O=C1C(O)=C(C(C2CC2)=O)C(C3=CC(C)=CC=C3)N1C4=CC=C(NC=N5)C5=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91F50>
394,-11.879695,30.076633,2,O=C1C(O)=C(C(C)=O)C(C2=CN=C(C=CC=C3)C3=C2)N1C4=CC=C(NC=N5)C5=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91EE0>
395,-13.225536,27.489384,2,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC5=NON=C5C=C4)N1C6=CC=C(NC=N7)C7=C6,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91E70>
396,-9.448688,30.064625,2,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=NC(C(O)=CC=C4)=C4C=C3)N1C5=CC=C(NC=N6)C6=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91E00>
397,-9.430123,30.274939,2,O=C1C(O)=C(C2=CC=CC=C2)C(C3=NC(C(O)=CC=C4)=C4C=C3)N1C5=CC=C(NC=N6)C6=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91D90>
398,-11.407886,31.071886,2,O=C1C(O)=C(C(CC(C)C)=O)C(C2=C(F)C(F)=CC(F)=C2F)N1C3=CC=C(NC=N4)C4=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91D20>
399,-13.589572,33.310146,2,O=C1C(O)=C(CC)C(C2=COC(C=CC(C)=C3)=C3C2=O)N1C4=CC=C(NC=N5)C5=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91CB0>
405,-9.56326,25.349974,2,COC1=C(OC)C=CC(SCC(S2)=NN=C2C(C=C3)=CC4=C3NC=N4)=C1,7.319664487,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91A10>
409,-11.339281,32.64787,2,O=C1C(O)=C(C)C(C2=CC=CC(F)=C2F)N1C3=CC=C(NC=N4)C4=C3,7.279014256,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91850>
416,-9.56326,25.349974,2,COC1=CC(SCC(S2)=NN=C2C3=CC=C4C(N=CN4)=C3)=CC=C1OC,7.15490196,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91540>
417,-11.594957,33.09115,2,O=C1C(O)=C(C)C(C2=CC=CC(Cl)=C2Cl)N1C3=CC=C(NC=N4)C4=C3,7.124938737,<rdkit.Chem.rdchem.Mol object at 0x000002B570D914D0>
235,-42.708447,-0.8573205,3,CN1C(C2CCN(C3=NC=CC=C3C4=CN=C(F)C=C4)CC2)=NN=C1,7.777283529,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0740>
307,-28.40282,-1.0095354,3,OC1=CC=C(C)C=C1C(C2=NN=NN2CC(C)(C)C)NCCCN3C=CN=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAF80>
308,-34.74677,-0.4563659,3,O=C(N(C/1C2=C(Cl)C=CC=C2)CCCN3C=CN=C3)NC1=N/CCC4=CC=CS4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAFF0>
309,-30.62176,-4.5663705,3,O=C1C(O)=C(C)C(C2=CC(C=CN3)=C3C=C2)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB060>
310,-35.738876,2.9533987,3,O=C1C(O)=C(C(C)C)C(CCCCC)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB0D0>
311,-36.62681,3.4050825,3,O=C1C(O)=C(C(C)C)C(CC2=CC=CC=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB140>
312,-36.997047,-1.91846,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC(Cl)=CC(Cl)=C3O)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB1B0>
313,-41.33707,-3.26859,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC=C(C)C=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB220>
314,-39.213654,1.8446865,3,O=C1C(O)=C(C2=CC=CC=C2)C(/C=C/CCC)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB290>
315,-39.666763,-5.164879,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC=C(NC=C4)C4=C3)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB300>
316,-41.5103,-3.0264888,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC=C(OC)C=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB370>
317,-37.648018,1.8625164,3,O=C1C(O)=C(C2=CC=CC=C2)C(CCCCC)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB3E0>
318,-34.25928,-6.2063184,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3OC=CCC3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB450>
319,-36.423206,-3.7620196,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CNC4=C3C=CC(C)=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB4C0>
320,-36.90031,-4.4009366,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CNC4=C3C=CC=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB530>
321,-37.70733,3.1844788,3,O=C1C(O)=C(C2=CC=CC=C2)C(CC3=CC=CC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB5A0>
322,-39.836292,-0.32965133,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC=CO3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB610>
323,-38.329193,2.3519125,3,O=C1C(O)=C(C2=CC=CC=C2)C(CO)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB680>
324,-37.83368,1.8197817,3,O=C1C(O)=C(C2=CC=CC=C2)C(CCCC)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB6F0>
325,-37.70967,-3.007796,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=C(F)C=CC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB760>
326,-40.515923,-4.124171,3,O=C1C(O)=C(C2=CC=CC=C2)C(C3=CC=CC(O)=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB7D0>
327,-37.722935,-8.098497,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=C(C)C=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB840>
328,-38.504215,-7.118666,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=C(NC=C5)C5=C4)N1CCCN6C=NC=C6,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB8B0>
329,-37.66372,-8.308847,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=C(OC)C=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB920>
330,-36.883392,-6.9836855,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=CC=C4O)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DB990>
331,-38.31275,-7.7384014,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=C(C)C(C)=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBA00>
332,-37.5497,-7.6731925,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=CC=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBA70>
333,-34.809944,-6.9545293,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4OC=CCC4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBAE0>
334,-36.597916,-7.761788,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=CC=N4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBB50>
